DATASET = co2020 case challenge part
NAME = tools over distance over vehicle days over vehicles with 200 requests over 15 days

DAY = 1
NUMBER_OF_VEHICLES = 15
1	R	0	10	0
2	R	0	18	0
3	R	0	38	0
4	R	0	39	0
5	R	0	43	0
6	R	0	44	0
7	R	0	56	0
8	R	0	59	0
9	R	0	68	0
10	R	0	135	0
11	R	0	158	0
12	R	0	160	0
13	R	0	169	0
14	R	0	187	0
15	R	0	198	0

DAY = 2
NUMBER_OF_VEHICLES = 23
1	R	0	-10	0
2	R	0	-18	0
3	R	0	-56	0
4	R	0	-68	0
5	R	0	-187	0
6	R	0	11	0
7	R	0	40	0
8	R	0	46	0
9	R	0	55	0
10	R	0	62	0
11	R	0	67	0
12	R	0	81	0
13	R	0	83	0
14	R	0	87	0
15	R	0	115	0
16	R	0	131	0
17	R	0	132	0
18	R	0	152	0
19	R	0	157	0
20	R	0	172	0
21	R	0	183	0
22	R	0	193	0
23	R	0	194	0

DAY = 3
NUMBER_OF_VEHICLES = 29
1	R	0	-39	0
2	R	0	-59	0
3	R	0	-135	0
4	R	0	-198	0
5	R	0	-46	0
6	R	0	-62	0
7	R	0	-67	0
8	R	0	-87	0
9	R	0	-131	0
10	R	0	-157	0
11	R	0	-193	0
12	R	0	14	0
13	R	0	26	0
14	R	0	29	0
15	R	0	30	0
16	R	0	60	0
17	R	0	63	0
18	R	0	69	0
19	R	0	80	0
20	R	0	86	0
21	R	0	95	0
22	R	0	104	0
23	R	0	106	0
24	R	0	110	0
25	R	0	114	0
26	R	0	145	0
27	R	0	177	0
28	R	0	197	0
29	R	0	199	0

DAY = 4
NUMBER_OF_VEHICLES = 32
1	R	0	-38	0
2	R	0	-43	0
3	R	0	-44	0
4	R	0	-158	0
5	R	0	-160	0
6	R	0	-169	0
7	R	0	-55	0
8	R	0	-81	0
9	R	0	-115	0
10	R	0	-26	0
11	R	0	-60	0
12	R	0	-63	0
13	R	0	-80	0
14	R	0	28	0
15	R	0	31	0
16	R	0	33	0
17	R	0	35	0
18	R	0	52	0
19	R	0	105	0
20	R	0	116	0
21	R	0	120	0
22	R	0	122	0
23	R	0	127	0
24	R	0	130	0
25	R	0	134	0
26	R	0	148	0
27	R	0	149	0
28	R	0	156	0
29	R	0	171	0
30	R	0	179	0
31	R	0	185	0
32	R	0	195	0

DAY = 5
NUMBER_OF_VEHICLES = 39
1	R	0	-11	0
2	R	0	-40	0
3	R	0	-83	0
4	R	0	-132	0
5	R	0	-152	0
6	R	0	-172	0
7	R	0	-183	0
8	R	0	-194	0
9	R	0	-14	0
10	R	0	-29	0
11	R	0	-30	0
12	R	0	-69	0
13	R	0	-86	0
14	R	0	-114	0
15	R	0	-199	0
16	R	0	-28	0
17	R	0	-35	0
18	R	0	-120	0
19	R	0	-127	0
20	R	0	-134	0
21	R	0	-149	0
22	R	0	-156	0
23	R	0	-179	0
24	R	0	-185	0
25	R	0	-195	0
26	R	0	57	0
27	R	0	78	0
28	R	0	79	0
29	R	0	89	0
30	R	0	97	0
31	R	0	109	0
32	R	0	111	0
33	R	0	129	0
34	R	0	146	0
35	R	0	147	0
36	R	0	150	0
37	R	0	163	0
38	R	0	168	0
39	R	0	170	0

DAY = 6
NUMBER_OF_VEHICLES = 34
1	R	0	-95	0
2	R	0	-104	0
3	R	0	-106	0
4	R	0	-110	0
5	R	0	-145	0
6	R	0	-177	0
7	R	0	-197	0
8	R	0	-31	0
9	R	0	-105	0
10	R	0	-116	0
11	R	0	-57	0
12	R	0	-79	0
13	R	0	-97	0
14	R	0	-163	0
15	R	0	186	0
16	R	0	189	0
17	R	0	2	0
18	R	0	3	0
19	R	0	8	0
20	R	0	49	0
21	R	0	50	0
22	R	0	53	0
23	R	0	64	0
24	R	0	73	0
25	R	0	74	0
26	R	0	77	0
27	R	0	101	0
28	R	0	107	0
29	R	0	117	0
30	R	0	126	0
31	R	0	141	0
32	R	0	151	0
33	R	0	188	0
34	R	0	200	0

DAY = 7
NUMBER_OF_VEHICLES = 33
1	R	0	-33	0
2	R	0	-52	0
3	R	0	-122	0
4	R	0	-130	0
5	R	0	-148	0
6	R	0	-171	0
7	R	0	-78	0
8	R	0	-129	0
9	R	0	-150	0
10	R	0	-8	0
11	R	0	-64	0
12	R	0	-200	0
13	R	0	6	0
14	R	0	13	0
15	R	0	16	0
16	R	0	25	0
17	R	0	54	0
18	R	0	66	0
19	R	0	71	0
20	R	0	75	0
21	R	0	85	0
22	R	0	88	0
23	R	0	113	0
24	R	0	121	0
25	R	0	128	0
26	R	0	137	0
27	R	0	143	0
28	R	0	155	0
29	R	0	162	0
30	R	0	174	0
31	R	0	184	0
32	R	0	190	0
33	R	0	191	0

DAY = 8
NUMBER_OF_VEHICLES = 32
1	R	0	-89	0
2	R	0	-109	0
3	R	0	-111	0
4	R	0	-146	0
